,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident
7654,6,2,1,6,0,4,8,3,6,1,5,7,0,0,3,2,8,2,0,1,0,2,5,1
7655,6,0,1,4,0,0,6,3,4,2,5,7,0,0,3,2,8,2,2,1,0,2,6,9
7656,6,2,1,1,2,2,14,0,9,0,5,7,3,0,3,2,8,2,2,1,4,2,6,10
7657,6,0,1,4,0,1,5,3,6,5,5,0,0,0,3,2,6,2,0,1,0,2,5,17
7658,6,1,1,4,2,4,15,3,7,2,5,0,0,0,3,2,8,2,3,2,5,3,5,3
7659,0,0,1,6,0,2,0,3,2,6,5,7,0,0,3,2,8,2,1,0,1,2,5,1
7660,0,0,1,6,0,2,3,3,4,2,5,7,0,0,3,2,2,2,3,2,5,3,5,2
7661,1,2,1,4,0,2,0,3,1,1,5,3,0,0,3,2,8,2,0,1,0,2,5,0
7662,6,4,1,4,0,1,9,3,0,4,5,3,0,0,3,2,8,2,2,1,0,2,2,3
7663,6,0,1,4,0,3,4,3,7,2,5,3,0,0,3,2,8,4,3,2,5,3,5,10
7664,4,0,1,4,0,2,8,3,7,2,5,1,0,0,3,2,2,2,0,1,0,2,5,9
7665,4,0,1,4,0,3,5,3,4,2,5,1,0,0,3,2,2,2,2,1,1,2,6,11
7666,6,0,1,4,0,1,7,0,7,2,5,0,0,0,3,2,8,3,0,0,1,2,5,9
7667,6,0,1,4,0,4,0,0,6,6,5,0,0,0,3,2,8,2,3,2,5,3,5,1
7668,0,0,1,4,0,4,3,3,7,6,5,1,0,3,3,2,2,3,2,1,0,2,5,10
7669,0,1,1,4,2,2,4,3,6,2,5,1,0,3,3,2,2,4,2,0,4,2,5,6
7670,1,1,1,4,0,1,3,3,6,4,5,7,0,0,3,2,8,2,2,1,1,2,0,1
7671,1,3,1,1,0,4,0,1,7,6,5,7,0,0,3,2,1,7,2,0,4,2,1,3
7672,1,3,1,4,0,1,15,0,7,6,5,7,0,0,3,2,8,2,2,0,3,2,3,4
7673,0,1,1,4,0,2,15,3,7,4,5,1,0,3,3,4,8,4,3,2,5,3,5,1
7674,0,1,1,2,0,3,3,3,7,6,5,1,0,3,3,4,8,4,0,0,1,2,5,1
7675,0,4,1,2,0,3,4,3,9,4,5,1,0,3,3,4,8,4,1,1,4,2,5,3
7676,3,0,1,4,0,2,4,3,2,4,5,1,0,0,0,2,8,8,0,1,0,2,5,0
7677,3,2,1,1,0,0,3,3,6,0,5,1,2,0,0,2,2,4,3,2,5,3,5,12
7678,6,4,0,1,0,2,16,3,2,6,5,1,0,0,3,2,2,4,0,1,0,2,5,3
7679,6,3,2,4,0,2,3,3,7,2,5,1,0,0,3,2,8,4,2,0,0,2,6,1
7680,1,1,1,4,0,0,3,3,7,6,5,7,0,0,3,2,8,2,2,0,0,2,6,3
7681,1,4,1,4,2,2,10,3,12,6,3,1,0,0,3,2,8,2,0,1,1,2,5,5
7682,1,1,1,2,2,3,0,3,6,2,6,1,0,0,3,2,8,2,3,2,5,3,5,10
7683,1,4,1,4,2,4,0,3,7,6,3,1,0,0,3,2,8,2,1,0,4,2,5,0
7684,1,1,1,6,2,2,8,3,6,4,5,1,0,0,3,2,8,2,0,1,3,2,5,12
7685,5,1,1,0,0,3,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,9
7686,5,2,1,2,0,4,14,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,9
7687,2,3,1,4,0,0,0,3,6,4,5,3,1,0,3,2,8,2,3,2,5,3,5,10
7688,2,3,1,4,0,3,0,3,7,0,5,3,0,0,3,2,8,2,0,1,0,2,5,1
7689,2,1,1,4,2,3,0,3,2,6,5,3,0,0,3,2,5,2,3,2,5,3,5,1
7690,2,3,1,4,0,3,3,3,6,2,5,7,0,3,3,4,8,2,3,2,5,3,5,9
7691,2,1,1,4,0,5,10,3,6,2,5,7,0,3,3,4,2,7,0,1,1,2,5,3
7692,2,1,1,4,0,0,10,3,7,4,7,7,0,3,3,4,8,2,3,2,5,3,5,5
7693,0,0,1,3,2,0,4,3,9,4,5,3,0,0,3,2,8,4,3,2,5,3,5,10
7694,0,0,1,4,2,4,4,3,9,4,5,3,0,0,3,2,8,2,0,1,1,2,5,10
7695,3,0,1,4,2,0,8,3,7,2,5,0,0,3,3,4,8,1,0,0,3,2,5,12
7696,3,0,1,4,2,1,0,3,7,6,5,0,0,3,3,4,8,2,3,2,5,3,5,4
7697,3,0,1,5,2,2,0,3,6,2,3,0,0,3,3,4,8,2,3,2,5,3,5,12
7698,5,1,1,5,2,3,0,0,12,0,5,1,0,0,3,2,2,2,3,2,5,3,5,12
7699,5,1,1,4,2,1,3,3,7,2,3,1,0,0,3,2,2,2,0,1,0,2,5,12
7700,5,4,1,1,2,3,3,3,7,2,8,1,0,3,3,4,8,9,3,2,5,3,5,10
7701,5,1,1,6,2,2,0,0,2,2,5,1,0,3,3,4,2,0,0,1,0,2,5,9
7702,5,1,1,4,2,2,14,3,6,2,6,1,0,3,3,4,2,0,2,0,1,2,1,1
7703,5,0,1,4,2,2,0,3,7,2,6,7,0,0,3,2,8,0,0,1,3,2,5,3
7704,5,1,1,4,2,4,7,0,9,0,5,7,0,0,3,2,8,0,3,2,5,3,5,0
7705,2,1,1,4,2,1,13,3,6,2,5,1,0,0,3,2,2,4,1,1,4,2,5,10
7706,2,1,1,1,0,1,5,3,6,4,5,1,0,0,3,2,8,0,3,2,5,3,5,1
7707,2,1,1,4,0,1,8,3,6,2,5,1,0,0,3,2,8,9,2,0,3,2,2,5
7708,2,4,1,4,0,1,4,1,2,2,5,1,0,0,3,2,8,0,2,1,0,2,6,10
7709,5,1,1,4,0,2,5,3,6,2,5,0,0,0,3,2,8,0,0,1,1,2,5,17
7710,1,0,1,4,0,2,6,3,6,2,6,1,0,3,3,4,8,0,0,1,0,2,5,10
7711,1,0,1,4,0,3,0,3,6,2,6,1,0,3,3,4,8,0,0,1,0,2,5,1
7712,0,1,1,1,0,2,0,3,6,2,5,2,0,0,3,2,1,0,3,2,5,3,5,12
7713,0,4,1,4,0,2,0,3,7,2,5,2,0,0,3,2,8,4,2,1,0,2,5,1
7714,1,3,1,4,0,3,14,3,9,0,5,7,0,0,3,2,2,2,1,0,3,2,5,0
7715,1,2,1,1,2,2,0,3,2,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
7716,4,4,1,4,2,2,11,3,7,2,5,0,0,0,3,2,8,4,3,2,5,3,5,11
7717,4,4,1,4,0,2,11,3,1,2,5,0,0,0,3,2,8,2,0,1,0,1,5,3
7718,4,4,1,4,0,4,14,3,7,2,5,0,0,0,3,2,8,2,2,0,1,2,0,10
7719,4,1,1,4,0,2,0,3,4,4,6,0,0,0,3,2,8,2,0,1,0,2,5,3
7720,5,0,1,4,0,2,2,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,3
7721,5,1,1,4,0,2,0,3,7,6,5,7,0,0,3,2,8,2,2,1,1,2,6,9
7722,0,1,1,4,0,3,5,3,2,6,5,1,0,0,3,2,8,7,0,1,0,1,5,16
7723,5,4,1,2,0,3,0,3,2,4,5,0,0,0,3,2,8,3,3,2,5,3,5,12
7724,5,2,1,4,0,3,10,3,7,2,5,0,0,0,3,2,2,5,0,1,1,2,5,12
7725,5,0,1,4,0,3,13,3,7,1,5,3,0,0,3,2,8,2,1,1,0,1,5,0
7726,4,2,1,4,0,3,0,0,1,2,5,1,0,0,3,2,2,2,1,0,0,2,5,12
7727,4,2,1,4,0,3,10,3,7,4,5,1,0,0,3,2,8,2,3,2,5,3,5,10
7728,4,1,1,4,0,2,0,3,6,4,5,1,0,0,3,2,8,2,3,2,5,3,5,9
7729,6,4,1,4,0,1,5,3,2,2,5,7,0,0,3,2,8,2,3,2,5,3,5,1
7730,6,2,1,4,0,4,5,3,6,2,5,7,0,0,3,2,1,2,2,1,0,2,5,10
7731,4,3,1,4,0,4,9,3,6,4,7,7,0,0,3,2,8,2,0,1,1,2,5,16
7732,4,0,1,4,0,1,5,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
7733,4,0,1,1,0,4,5,0,9,2,5,7,0,0,3,2,8,2,0,1,1,2,5,0
7734,4,2,1,4,0,4,9,3,6,2,6,7,0,0,3,2,1,2,3,2,5,3,5,5
7735,5,1,1,4,0,2,11,3,9,6,5,1,0,0,3,2,2,2,1,1,4,2,5,10
7736,5,1,1,4,0,2,0,3,9,2,5,1,0,0,3,2,8,4,3,2,5,3,5,10
7737,5,1,1,6,0,4,8,3,7,0,5,1,0,0,3,2,8,2,2,1,0,2,6,1
7738,5,0,1,4,0,4,14,3,3,1,5,1,0,0,3,2,8,3,0,1,3,2,5,0
7739,4,4,1,4,0,0,7,0,7,4,5,3,0,0,3,2,8,4,3,2,5,3,5,9
7740,4,3,1,1,0,3,0,3,7,4,5,3,0,0,3,2,8,2,3,2,5,3,5,10
7741,4,4,0,1,0,3,0,3,1,1,6,1,0,0,3,2,8,2,3,2,5,3,5,10
7742,4,0,1,1,0,4,14,3,7,4,5,1,0,0,3,2,8,2,3,2,5,3,5,3
7743,2,1,1,2,0,1,8,3,7,4,5,7,0,0,0,2,2,2,0,1,2,2,5,9
7744,2,0,1,4,0,1,5,3,7,4,5,7,0,0,0,2,2,2,3,2,5,3,5,10
7745,4,0,1,0,0,3,0,3,6,2,5,3,0,0,0,2,8,2,0,1,0,2,5,1
7746,4,2,1,4,0,1,0,3,7,2,6,3,0,0,0,2,8,2,0,1,1,2,5,3
7747,5,1,1,4,0,1,5,3,9,2,5,7,0,0,3,2,8,2,3,2,5,3,5,4
7748,5,4,1,2,0,0,5,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,1
7749,0,2,1,4,0,2,5,3,7,4,5,1,0,0,3,2,8,4,0,1,1,1,5,3
7750,0,0,1,4,0,4,8,3,2,4,5,1,0,0,3,2,6,7,2,0,1,2,6,1
7751,5,4,1,4,0,4,8,3,6,4,5,7,0,0,3,2,8,4,0,1,1,2,5,12
7752,5,4,1,1,0,2,0,3,12,6,5,7,0,0,3,2,2,4,2,1,0,2,0,1
7753,5,0,1,4,0,4,7,3,7,4,5,7,0,0,3,2,1,7,1,0,1,2,5,18
7754,5,0,1,4,0,0,0,3,6,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
7755,0,0,1,1,0,1,0,3,9,6,3,7,0,0,3,2,8,2,3,2,5,3,5,2
7756,2,2,1,2,0,0,6,3,4,1,5,1,0,0,3,2,8,2,1,0,4,2,5,10
7757,2,1,1,4,0,2,0,3,7,4,5,1,0,0,3,2,8,2,1,0,4,2,5,10
7758,5,1,1,4,0,4,0,3,9,4,5,7,0,0,3,2,8,9,0,1,1,2,5,3
7759,0,2,1,2,0,3,9,3,1,2,5,0,0,0,3,2,8,2,3,2,5,3,5,3
7760,2,4,0,1,2,2,3,3,6,6,5,1,0,0,3,2,8,2,0,1,0,2,5,9
7761,2,1,1,1,0,4,0,3,5,2,5,1,0,0,3,2,2,2,3,2,5,3,5,10
7762,2,3,1,4,0,2,0,3,5,2,5,0,0,0,3,2,6,2,0,1,0,2,5,1
7763,2,1,1,1,2,2,11,3,5,4,5,0,0,0,3,2,8,2,0,1,1,2,5,16
7764,3,4,0,4,0,1,8,0,5,4,5,1,0,0,0,2,1,3,1,0,0,2,5,10
7765,3,1,1,4,0,3,5,3,5,6,3,1,0,0,0,2,8,2,3,2,5,3,5,16
7766,3,1,1,4,0,2,0,3,12,6,3,1,0,0,0,2,8,2,1,0,0,2,5,9
7767,4,1,1,2,0,0,10,3,5,2,5,7,0,0,3,2,1,9,1,1,4,2,5,10
7768,4,2,1,1,0,2,0,3,5,4,5,7,0,0,3,2,1,2,0,1,3,2,5,10
7769,2,4,1,1,0,1,11,3,5,2,0,1,0,0,0,7,8,2,3,2,5,3,5,12
7770,2,0,1,4,0,4,9,3,5,2,7,1,0,0,0,7,8,2,3,2,5,3,5,12
7771,1,2,1,4,0,4,0,3,6,4,7,1,0,0,3,2,8,2,0,0,0,2,5,0
7772,1,4,0,4,0,2,5,3,5,4,7,1,0,0,3,2,8,2,3,2,5,3,5,10
7773,6,0,1,4,2,2,0,3,5,4,7,2,0,0,3,2,8,2,0,0,1,2,5,5
7774,6,2,1,1,0,0,8,3,5,4,5,2,0,0,3,2,2,3,0,1,1,2,5,0
7775,6,0,1,4,0,2,9,3,6,4,5,1,0,3,3,2,8,2,3,2,5,3,5,1
7776,6,0,1,1,0,3,0,3,1,4,5,1,0,3,3,2,8,2,2,1,4,1,5,4
7777,3,0,1,4,2,0,0,3,6,4,5,3,0,0,3,2,8,2,1,0,1,2,5,2
7778,3,0,1,4,0,2,0,3,7,2,6,3,0,0,3,2,8,2,0,1,1,2,5,16
7779,3,0,1,4,0,3,14,3,9,2,5,3,0,0,3,2,8,3,3,2,5,3,5,1
7780,2,0,1,1,2,1,7,3,9,6,5,7,2,0,3,2,8,2,3,2,5,3,5,1
7781,0,1,1,4,0,2,7,3,9,4,5,7,0,0,3,2,8,4,0,1,1,2,5,9
7782,4,2,1,4,0,4,7,3,7,4,5,3,0,0,3,2,8,4,0,1,1,2,5,9
7783,6,4,1,4,0,2,10,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
7784,6,0,1,2,0,3,5,3,7,2,5,1,0,3,0,3,8,2,3,2,5,3,5,9
7785,1,1,1,4,0,2,9,3,7,6,5,7,0,3,3,4,8,2,0,0,1,2,5,10
7786,1,1,1,1,0,0,0,3,6,2,5,7,0,3,3,4,8,2,0,1,0,2,5,9
7787,1,1,1,4,0,2,0,3,2,6,5,7,0,3,3,4,8,4,3,2,5,3,5,1
7788,1,1,1,1,0,0,14,3,7,2,5,7,0,3,3,4,8,2,0,1,1,2,5,0
7789,1,1,1,4,2,0,5,3,7,1,5,7,0,3,3,4,8,1,3,2,5,3,5,12
7790,1,0,1,0,2,0,5,3,6,0,5,7,0,3,3,4,2,2,2,1,4,2,5,10
7791,0,1,1,4,2,2,5,3,6,1,6,1,0,0,3,2,8,2,2,0,4,2,5,12
7792,0,0,1,4,0,2,11,3,6,4,5,1,0,0,3,2,8,2,2,1,4,2,5,5
7793,3,3,1,1,0,2,9,3,6,0,5,0,0,0,0,2,8,2,3,2,5,3,5,1
7794,3,3,1,2,2,4,7,3,7,2,5,0,0,0,0,2,8,2,0,0,0,2,5,10
7795,3,3,1,4,0,3,9,3,6,4,5,0,0,0,0,2,1,2,0,1,0,2,5,10
7796,3,1,1,4,0,2,7,3,7,2,5,0,0,0,0,2,8,3,2,1,4,2,5,0
7797,0,1,1,4,0,4,9,3,7,0,5,1,0,0,0,2,8,2,3,2,5,3,5,1
7798,0,4,1,4,0,3,14,0,7,2,5,7,0,0,3,3,8,4,0,1,0,2,5,1
7799,0,0,1,4,0,2,0,3,6,2,5,7,0,0,3,3,8,2,0,1,3,2,5,5
7800,0,0,2,4,2,3,5,3,6,2,5,7,0,0,3,3,8,2,1,1,4,2,5,9
7801,6,1,1,4,0,2,13,3,6,2,5,1,0,3,3,4,8,2,3,2,5,3,5,0
7802,3,1,1,4,0,0,5,0,6,2,5,0,0,0,3,2,8,2,0,1,0,2,5,11
7803,3,4,0,4,0,0,5,3,2,4,5,0,0,0,3,2,8,2,0,1,4,2,5,10
7804,5,0,1,4,0,0,11,0,6,2,5,1,0,0,3,2,1,3,3,2,5,3,5,10
7805,6,0,1,2,0,1,0,0,9,2,5,0,0,0,3,2,8,2,0,1,0,2,5,0
7806,6,1,1,2,2,3,0,3,12,2,5,0,0,0,3,2,8,2,3,2,5,3,5,1
7807,0,0,1,1,0,1,0,3,6,4,5,1,0,0,3,3,8,2,2,0,4,2,5,3
7808,0,0,1,4,0,3,11,3,7,4,5,1,0,0,3,3,8,2,0,1,1,2,5,10
7809,0,0,1,2,0,1,4,3,7,0,5,1,0,0,3,3,2,2,3,2,5,3,5,0
7810,0,1,1,4,1,5,8,0,7,0,5,1,0,0,3,2,8,2,1,1,1,2,5,9
7811,0,1,1,4,0,0,4,3,7,2,5,1,0,0,0,7,8,2,0,0,3,2,5,10
7812,0,1,1,4,2,2,8,3,6,0,6,1,0,0,0,7,8,2,2,0,4,2,2,11
7813,0,4,1,4,0,0,13,3,6,2,5,1,0,0,0,7,8,2,0,1,4,2,5,0
7814,2,1,1,4,0,3,4,3,6,2,6,7,0,0,3,2,8,2,3,2,5,3,5,10
7815,2,4,0,4,0,0,0,3,6,2,6,7,0,0,3,2,8,2,0,1,4,2,5,3
7816,3,0,1,4,0,0,0,3,6,1,5,7,0,0,3,2,8,4,3,2,5,3,5,12
7817,3,1,1,4,0,1,5,3,9,2,5,7,0,0,3,2,2,2,0,1,0,2,5,1
7818,1,1,1,2,0,0,7,3,6,4,5,1,0,0,0,2,8,2,3,2,5,3,5,9
7819,1,0,1,4,0,0,7,3,1,6,5,1,0,0,0,2,8,2,3,2,5,3,5,12
7820,1,4,1,1,0,3,0,0,6,6,6,1,0,0,0,2,8,2,0,1,1,2,5,11
7821,1,4,1,4,0,3,7,3,4,6,5,1,0,0,3,2,8,2,0,1,0,2,5,0
7822,1,0,1,1,0,3,0,3,7,2,5,0,0,3,3,2,6,2,3,2,5,3,5,0
7823,1,3,1,4,0,3,10,3,9,4,5,0,0,3,3,2,8,3,3,2,5,3,5,5
7824,6,4,0,4,0,0,5,0,9,6,5,7,0,0,3,2,8,2,0,1,0,2,5,9
7825,6,1,1,4,0,2,0,3,4,6,5,7,0,0,3,2,2,2,0,1,1,2,5,1
7826,6,1,1,2,2,1,0,3,9,4,5,0,0,0,3,2,8,2,0,1,0,2,5,1
7827,6,2,1,4,0,1,0,3,9,6,5,0,0,0,3,2,8,2,3,2,5,3,5,10
7828,6,0,1,4,0,2,5,3,6,4,5,0,0,0,3,2,8,2,0,1,0,2,5,9
7829,0,4,1,4,0,2,0,3,6,0,0,7,0,0,0,2,2,2,2,0,0,2,1,10
7830,0,4,1,4,0,1,5,3,6,6,5,2,0,0,0,2,2,2,2,0,3,2,3,3
7831,6,0,1,2,0,3,15,3,6,4,0,1,0,3,0,2,8,2,2,0,0,2,2,11
7832,6,1,1,1,0,2,5,3,6,1,5,1,0,3,0,2,8,2,3,2,5,3,5,12
7833,1,0,1,4,0,3,5,3,6,4,5,3,0,3,3,5,2,2,0,0,0,2,5,9
7834,1,2,1,6,0,1,7,3,6,6,5,3,0,3,3,5,2,2,0,1,0,1,5,1
7835,4,1,1,4,0,1,14,3,9,6,5,0,0,3,3,4,8,2,3,2,5,3,5,10
7836,4,1,1,2,0,1,14,3,9,1,5,0,0,3,3,4,8,4,3,2,5,3,5,3
7837,5,4,0,4,0,0,5,3,7,1,5,7,0,3,0,4,8,2,0,1,1,2,5,0
7838,6,4,1,2,0,2,5,3,2,4,5,0,0,0,3,2,2,2,3,2,5,3,5,9
7839,6,1,1,1,0,1,7,3,1,6,5,0,0,0,3,2,8,2,0,1,1,2,5,10
7840,6,4,1,4,0,0,0,3,4,4,5,1,0,0,0,2,8,2,1,0,1,2,5,1
7841,6,0,1,1,0,0,0,3,9,6,5,1,0,0,0,2,8,2,1,0,3,2,5,12
7842,0,1,1,2,0,5,15,3,9,6,8,3,0,3,1,4,6,2,0,0,0,2,5,7
7843,2,1,1,4,2,2,5,3,6,0,5,7,0,0,1,2,8,2,3,2,5,3,5,10
7844,2,0,1,4,0,0,7,3,0,4,5,7,0,0,1,2,8,4,0,1,1,2,5,10
7845,4,2,1,4,0,1,0,3,13,6,5,7,0,0,0,2,1,2,2,1,1,2,1,0
7846,4,0,1,4,0,2,11,3,4,6,5,7,0,0,0,2,8,2,2,0,0,2,6,12
7847,4,0,1,4,0,2,14,3,9,3,5,7,0,0,0,2,8,2,3,2,5,3,5,3
7848,5,0,1,4,0,2,0,0,9,4,5,1,0,0,0,2,8,2,0,1,1,2,5,1
7849,5,0,1,4,0,1,5,3,7,4,5,1,0,0,3,2,8,2,3,2,5,3,5,10
7850,5,2,1,4,0,3,7,0,9,6,5,1,0,0,3,2,2,2,0,1,3,2,5,1
7851,5,2,1,4,2,3,10,3,10,4,1,7,0,0,3,2,8,2,3,2,5,3,5,10
7852,5,4,1,4,0,2,7,3,10,4,1,7,0,0,3,2,8,2,0,1,0,2,5,5
7853,0,2,1,1,2,3,7,3,6,0,5,1,0,0,3,2,8,2,0,1,0,2,5,0
7854,0,0,1,4,0,2,12,3,9,4,1,1,0,0,3,2,8,3,3,2,5,3,5,7
7855,1,1,1,4,2,2,5,3,9,6,5,1,0,3,0,2,2,2,1,0,0,2,5,14
7856,0,0,1,4,2,3,5,3,5,6,5,1,0,3,0,4,8,2,3,2,5,3,5,3
7857,6,1,1,2,2,3,8,3,9,6,5,1,0,0,3,2,2,2,0,0,3,2,5,16
7858,6,1,1,4,0,2,4,3,2,6,5,1,0,0,3,2,8,2,3,2,5,3,5,10
7859,6,1,1,1,0,2,0,3,6,4,5,1,0,0,3,2,6,3,1,0,1,2,5,17
7860,6,0,1,1,2,3,0,3,6,2,7,1,0,0,3,2,8,2,0,1,0,2,5,3
7861,6,0,1,4,2,4,8,0,6,2,0,1,0,3,3,3,8,4,3,2,5,3,5,11
7862,6,1,1,4,2,1,0,3,7,4,7,1,0,3,3,3,8,4,2,1,4,1,5,10
7863,6,1,1,4,2,1,7,3,7,4,5,0,0,3,3,4,8,2,0,0,0,2,5,12
7864,6,1,1,2,2,2,5,3,9,2,5,0,0,3,3,4,8,2,1,1,4,2,5,7
7865,0,0,1,4,2,2,10,3,7,2,5,0,0,3,0,4,1,2,1,0,1,2,5,11
7866,0,0,1,4,2,4,8,3,7,4,6,0,0,3,0,4,6,2,3,2,5,3,5,1
7867,2,0,1,1,2,3,14,3,7,2,5,0,0,0,3,2,8,4,3,2,5,3,5,9
7868,2,1,1,1,2,4,7,0,7,4,5,0,0,0,3,2,6,2,0,1,0,2,5,0
7869,1,4,0,4,2,2,8,3,7,0,6,7,0,3,0,2,8,1,2,1,3,2,5,10
7870,1,0,1,4,2,2,10,3,7,2,5,7,0,3,0,2,8,2,2,1,1,2,5,3
7871,3,4,1,4,2,2,9,3,2,2,5,7,0,3,3,2,8,2,1,1,4,2,5,5
7872,3,0,1,4,0,0,5,3,7,4,5,7,0,3,3,2,4,2,1,1,1,2,5,3
7873,6,1,1,2,2,2,8,1,4,2,5,3,0,3,3,2,8,2,1,1,1,2,5,3
7874,6,1,1,4,0,2,5,3,9,0,5,3,0,3,3,2,2,2,0,1,1,2,5,1
7875,6,1,1,4,0,2,8,0,7,2,5,7,0,2,3,6,8,2,3,2,5,3,5,10
7876,6,2,1,4,0,2,3,3,6,2,5,7,0,2,3,6,8,3,0,1,1,2,5,3
7877,1,0,1,4,0,3,0,3,4,5,5,7,0,3,3,4,8,2,3,2,5,3,5,11
7878,1,0,1,4,0,2,7,3,4,0,5,7,0,3,3,4,1,4,0,1,1,1,5,10
7879,4,1,1,4,0,5,0,3,7,2,5,3,0,3,3,2,8,2,3,2,5,3,5,9
7880,4,0,1,0,0,4,10,1,3,2,5,3,0,3,3,2,8,2,0,0,0,2,5,9
7881,6,1,1,1,0,2,13,3,6,1,5,7,0,3,0,0,8,2,3,2,5,3,5,12
7882,2,0,1,1,0,2,5,3,2,4,5,1,0,0,0,2,6,2,0,1,3,2,5,10
7883,2,0,1,4,0,2,5,1,3,4,7,1,0,0,0,2,2,2,3,2,5,3,5,9
7884,2,0,1,2,0,2,11,3,6,6,5,1,0,0,0,2,8,3,3,2,5,3,5,1
7885,2,4,1,4,0,2,0,3,7,2,0,1,0,0,0,2,8,2,0,1,1,2,5,9
7886,2,4,1,4,0,1,0,3,6,4,5,7,0,0,3,2,2,2,3,2,5,3,5,1
7887,2,1,1,6,0,2,0,3,6,2,7,7,0,0,3,2,8,2,0,1,3,2,5,3
7888,1,3,1,4,0,3,11,3,7,0,3,1,0,0,0,2,8,2,2,1,1,2,0,1
7889,2,1,1,4,0,0,4,3,6,4,6,1,0,3,0,2,8,2,3,2,5,3,5,10
7890,6,0,1,6,0,4,8,3,9,4,5,1,0,3,0,2,6,2,0,1,1,2,5,9
7891,6,1,1,1,0,0,4,3,7,2,5,1,0,3,0,2,6,2,3,2,5,3,5,3
7892,6,1,1,4,0,2,8,3,6,0,5,1,0,3,0,2,1,2,0,1,0,2,5,10
7893,4,4,0,1,0,3,13,3,6,4,7,7,0,2,3,1,8,2,0,1,0,2,5,12
7894,4,4,1,4,0,2,4,3,6,6,5,7,3,3,0,3,8,2,3,2,5,3,5,1
7895,4,3,1,1,0,1,0,3,7,2,6,7,0,3,0,3,8,2,2,0,1,1,6,9
7896,0,0,1,4,0,1,0,3,2,4,5,3,0,0,3,2,1,4,0,1,4,2,5,5
7897,6,3,1,4,0,3,5,3,4,4,5,0,0,3,3,2,1,2,3,2,5,3,5,1
7898,6,3,1,4,0,1,7,3,6,0,5,1,0,0,3,2,8,2,2,1,3,2,5,12
7899,0,3,1,4,2,4,7,3,2,4,5,7,0,0,0,2,8,2,0,1,1,2,5,0
7900,0,3,1,4,0,1,0,3,6,4,5,7,0,0,0,2,8,2,3,2,5,3,5,3
7901,0,4,1,4,0,3,7,3,6,6,5,7,0,0,0,2,2,2,3,2,5,3,5,11
7902,0,4,0,4,0,1,0,3,9,2,5,7,0,0,0,2,8,2,0,1,1,2,5,11
7903,6,4,1,1,0,3,10,3,6,2,5,7,0,0,3,2,2,3,3,2,5,3,5,1
7904,6,2,1,1,0,3,5,3,9,4,5,7,1,0,3,2,8,2,3,2,5,3,5,6
7905,0,4,1,1,1,3,0,3,6,0,5,0,0,0,0,2,8,2,0,1,2,2,5,0
7906,0,0,1,4,0,3,0,3,6,0,5,0,0,0,0,2,2,2,1,0,3,2,5,0
7907,5,3,1,4,0,4,0,3,7,2,5,7,0,3,0,2,8,2,0,1,1,2,5,4
7908,5,3,1,1,0,2,5,3,7,2,5,7,0,3,0,2,8,2,3,2,5,3,5,0
7909,1,2,1,4,0,1,0,3,9,2,5,0,0,3,3,4,2,2,3,2,5,3,5,5
7910,1,2,1,4,0,3,5,3,2,2,5,0,0,3,3,4,2,2,0,1,2,2,5,11
7911,1,2,1,4,0,4,15,0,2,0,5,0,0,3,3,4,8,1,0,0,1,2,5,0
7912,5,1,1,4,2,1,5,3,9,0,5,7,0,0,3,2,8,2,3,2,5,3,5,9
7913,5,1,1,4,0,3,5,3,6,2,6,7,0,0,3,2,8,2,3,2,5,3,5,16
7914,1,1,1,6,0,1,7,3,6,2,6,0,0,0,3,2,8,9,0,1,1,1,5,0
7915,1,1,1,4,0,1,14,3,9,2,5,0,0,0,3,2,8,3,2,1,1,2,2,1
7916,6,0,1,2,0,1,14,3,2,6,5,0,0,0,0,3,8,2,2,0,1,2,1,16
7917,6,0,1,4,0,0,5,3,9,2,5,0,0,0,0,3,8,3,2,0,0,2,6,14
7918,4,4,1,2,0,2,5,3,6,4,5,1,0,2,3,6,8,2,3,2,5,3,5,13
7919,4,0,1,1,0,1,7,3,1,6,5,1,0,2,3,6,8,2,0,1,1,2,5,12
7920,4,0,1,4,0,0,0,0,6,6,6,1,0,2,3,6,8,2,3,2,5,3,5,1
7921,4,0,1,1,0,0,0,3,4,6,5,1,0,2,3,6,8,2,2,0,0,2,6,9
7922,4,0,1,2,0,5,15,3,7,2,5,1,0,2,3,6,8,2,2,0,1,2,6,0
7923,4,0,1,4,2,2,5,3,9,4,5,1,0,2,3,6,8,2,2,1,3,2,6,11
